,,,,,,,,,
March-2024,Scheme Name,"No. of
Schemes
as on
March,
2024","No. of Folios
as on March,
2024","Funds
Mobilized
for the
month of
March 2024
(INR in
crore)","Repurchase/
Redemption
for the
month of
March 2024
(INR in
crore)","Net Assets
Under
Managemen
t as on
March, 2024
(INR in
crore)","Average Net
Assets Under
Managemen
t for the
month
March 2024
(INR in
crore)","No. of
segregat
ed
portfolio
s
created
as on
March,
2024","Net
Assets
Under
Manage
ment in
segregat
ed
portfoli
o as on
March,
2024
(INR in
crore)"
-,-,-,-,-,-,-,-,-,-
September-2023,Fund of Funds Scheme (Domestic) **,7 6,"1 8,92,068",6 34.77,9 13.71,"6 9,149.58","6 9,533.67",-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Scheme Name,"No. of
Schemes
as on
August
31, 2023","No. of Folios
as on August
31, 2023","Funds
Mobilized
for the
month of
August 2023
(INR in
crore)","Repurchase/
Redemption
for the
month of
August 2023
(INR in
crore)","Net Assets
Under
Managemen
t as on
August 31,
2023 (INR in
crore)","Average Net
Assets Under
Managemen
t for the
month
August 2023
(INR in
crore)","No. of
segregat
ed
portfolio
s
created
as on
August
31, 2023","Net
Assets
Under
Manage
ment in
segregat
ed
portfoli
o as on
August
31, 2023
(INR in
crore)"
August-2023,Open ended Schemes,-,-,-,-,-,-,-,-
August-2023,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
August-2023,Overnight Fund,3 4,"7 ,62,912","4 ,67,846.94","4 ,64,688.57","8 2,759.91","1 ,04,662.65",-,-
August-2023,Liquid Fund,3 6,"1 7,97,419","3 ,26,847.58","3 ,53,671.26","4 ,50,016.90","4 ,80,164.12",-,-
August-2023,Ultra Short Duration Fund,2 4,"6 ,45,997","1 4,148.26","1 8,271.49","9 7,045.68","9 9,836.15",-,-
August-2023,Low Duration Fund,2 1,"9 ,29,069","1 1,649.05","1 2,156.83","1 ,06,821.82","1 ,07,551.81",1,-
August-2023,Money Market Fund,2 3,"4 ,34,688","3 2,521.15","3 2,429.66","1 ,50,533.53","1 ,51,951.68",-,-
August-2023,Short Duration Fund,2 4,"4 ,94,329","3 ,691.13","4 ,183.93","9 9,453.08","9 9,145.35",-,-
August-2023,Medium Duration Fund,1 5,"2 ,50,419",2 44.66,4 45.19,"2 7,354.46","2 7,379.83",3,-
August-2023,Medium to Long Duration Fund,1 2,"1 ,05,893",9 2.04,2 43.28,"1 0,166.20","1 0,249.47",-,-
August-2023,Long Duration Fund,7,"4 7,453",2 28.13,4 7.73,"9 ,570.95","9 ,440.69",-,-
August-2023,Dynamic Bond Fund,2 2,"2 ,30,149",7 86.69,6 51.70,"3 0,722.06","3 0,479.19",-,-
August-2023,Corporate Bond Fund,2 1,"6 ,06,872","4 ,126.08","2 ,370.64","1 ,39,506.41","1 ,37,496.09",-,-
August-2023,Credit Risk Fund,1 4,"2 ,30,733",9 1.98,3 62.73,"2 4,146.22","2 4,203.73",3,-
August-2023,Banking and PSU Fund,2 3,"2 ,81,393",6 63.45,"1 ,648.11","8 0,387.62","8 0,471.08",-,-
August-2023,Gilt Fund,2 2,"1 ,81,526",6 43.99,3 88.96,"2 3,664.51","2 3,491.66",-,-
August-2023,Gilt Fund with 10 year constant duration,5,"4 1,330",8 7.13,3 05.29,"4 ,028.93","4 ,236.76",-,-
August-2023,Floater Fund,1 3,"2 ,29,032","5 ,077.70","2 ,753.09","6 3,406.37","6 2,516.33",-,-
August-2023,"Sub Total - I
(i+ii+iii+iv+v+vi+vii+viii+ix+x+xi+xii+xiii+xiv+xv+xvi)",3 16,"7 2,69,214","8 ,68,745.94","8 ,94,618.44","1 3,99,584.65","1 4,53,276.60",7,-
-,-,-,-,-,-,-,-,-,-
August-2023,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
August-2023,Multi Cap Fund,2 1,"4 6,66,295","4 ,544.51","1 ,122.37","9 0,065.33","8 6,591.83",-,-
August-2023,Large Cap Fund,3 0,"1 ,30,04,992","3 ,633.49","3 ,982.47","2 ,62,299.28","2 ,62,556.79",-,-
August-2023,Large & Mid Cap Fund,2 6,"8 1,92,387","3 ,829.53","1 ,716.37","1 ,59,363.07","1 ,56,286.86",-,-
August-2023,Mid Cap Fund,2 9,"1 ,16,25,895","5 ,282.68","2 ,770.34","2 ,39,462.22","2 ,31,993.43",-,-
August-2023,Small Cap Fund,2 4,"1 ,38,46,150","6 ,734.90","2 ,470.08","1 ,94,020.17","1 ,85,823.78",-,-
August-2023,Dividend Yield Fund,9,"7 ,75,683",5 86.53,1 70.23,"1 7,732.42","1 7,435.86",-,-
August-2023,Value Fund/Contra Fund,2 3,"5 1,83,298","2 ,342.17",9 77.55,"1 ,12,731.06","1 ,11,174.52",-,-
August-2023,Focused Fund,2 7,"5 1,81,471","1 ,675.21","2 ,146.31","1 ,11,637.01","1 ,11,288.87",-,-
August-2023,Sectoral/Thematic Funds,1 36,"1 ,39,26,575","8 ,336.77","3 ,530.96","2 ,12,650.64","2 ,07,582.76",-,-
August-2023,ELSS,4 2,"1 ,53,81,023","1 ,766.34","1 ,793.03","1 ,76,213.88","1 ,75,092.61",-,-
August-2023,Flexi Cap Fund,3 6,"1 ,30,00,422","6 ,090.39","3 ,897.53","2 ,83,765.41","2 ,80,250.68",-,-
August-2023,Sub Total - II (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi),4 03,"1 0,47,84,191","4 4,822.51","2 4,577.26","1 8,59,940.50","1 8,26,077.99",-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Hybrid Schemes,-,-,-,-,-,-,-,-
August-2023,Conservative Hybrid Fund,2 0,"5 ,28,375",7 43.38,4 76.16,"2 5,082.38","2 4,780.66",1,-
August-2023,Balanced Hybrid Fund/Aggressive Hybrid Fund,3 0,"5 3,16,778","2 ,745.34","2 ,138.01","1 ,71,832.59","1 ,71,147.83",2,9 .33
August-2023,Dynamic Asset Allocation/Balanced Advantage Fund,2 9,"4 3,20,241","6 ,793.94","3 ,177.93","2 ,09,563.08","2 ,08,285.38",-,-
August-2023,Multi Asset Allocation Fund,1 3,"1 2,19,116","2 ,082.07",4 64.74,"3 5,288.31","3 6,097.49",-,-
August-2023,Arbitrage Fund,2 6,"4 ,42,592","1 6,390.06","6 ,907.41","9 8,939.38","1 ,10,690.40",-,-
August-2023,Equity Savings Fund,2 2,"3 ,71,658","2 ,104.19",6 13.05,"2 0,516.57","2 0,125.46",2,2 5.81
August-2023,Sub Total - III (i+ii+iii+iv+v+vi),1 40,"1 ,21,98,760","3 0,858.99","1 3,777.30","5 ,61,222.30","5 ,71,127.23",5,3 5.14
-,-,-,-,-,-,-,-,-,-
August-2023,Solution Oriented Schemes,-,-,-,-,-,-,-,-
August-2023,Retirement Fund,2 6,"2 7,91,050",3 13.88,1 89.49,"2 1,266.35","2 1,011.59",-,-
August-2023,Childrens Fund,1 0,"2 9,40,947",1 30.65,6 4.14,"1 6,525.25","1 6,388.69",-,-
August-2023,Sub Total - IV (i+ii),3 6,"5 7,31,997",4 44.52,2 53.62,"3 7,791.59","3 7,400.28",-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Other Schemes,-,-,-,-,-,-,-,-
August-2023,Index Funds,1 89,"5 1,13,123","3 ,753.19","1 ,767.51","1 ,80,749.63","1 ,79,561.68",-,-
August-2023,GOLD ETF,1 3,"4 7,95,268","1 ,050.28",2 2.23,"2 4,318.09","2 3,701.99",-,-
August-2023,Other ETFs,1 69,"1 ,23,34,415","1 0,229.63","8 ,336.76","5 ,46,424.21","5 ,47,863.92",-,-
August-2023,Fund of funds investing overseas,5 0,"1 3,82,783",2 68.41,6 39.83,"2 3,548.65","2 3,344.74",-,-
August-2023,Sub Total - V (i+ii+iii+iv),4 21,"2 ,36,25,589","1 5,301.51","1 0,766.33","7 ,75,040.58","7 ,74,472.34",-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Total A-Open ended Schemes,"1 ,316","1 5,36,09,751","9 ,60,173.48","9 ,43,992.95","4 6,33,579.62","4 6,62,354.44",1 2,3 5.14
-,-,-,-,-,-,-,-,-,-
August-2023,Close Ended Schemes,-,-,-,-,-,-,-,-
August-2023,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
August-2023,Fixed Term Plan,8 7,"1 ,12,076",1 88.01,"1 ,703.83","1 8,018.46","1 9,418.59",-,-
August-2023,Capital Protection Oriented Schemes,-,-,-,4 3.25,-,8 .37,-,-
August-2023,Infrastructure Debt Fund,7,5 2,-,-,"2 ,207.58","2 ,201.10",-,-
August-2023,Other Debt Scheme,1,"2 ,24,580",1 15.18,3 01.04,"5 ,290.15","5 ,281.32",-,-
August-2023,Sub Total (i+ii+iii+iv),9 5,"3 ,36,708",3 03.19,"2 ,048.12","2 5,516.19","2 6,909.38",-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
August-2023,ELSS,1 9,"2 ,88,784",-,2 7.89,"3 ,776.63","3 ,766.14",-,-
August-2023,Other Equity Schemes,3,"3 ,635",-,8 4.07,3 16.39,3 50.17,-,-
August-2023,Sub Total (i+ii),2 2,"2 ,92,419",-,1 11.96,"4 ,093.02","4 ,116.31",-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Other Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Total B -Close ended Schemes,1 17,"6 ,29,127",3 03.19,"2 ,160.08","2 9,609.21","3 1,025.68",-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Interval Schemes,-,-,-,-,-,-,-,-
August-2023,Income/Debt Oriented Schemes,1 2,"2 ,699",9 5.96,3 3.67,2 91.35,2 67.79,-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Other Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Total C Interval Schemes,1 2,"2 ,699",9 5.96,3 3.67,2 91.35,2 67.79,-,-
-,-,-,-,-,-,-,-,-,-
August-2023,Grand Total,"1 ,445","1 5,42,41,577","9 ,60,572.63","9 ,46,186.70","4 6,63,480.18","4 6,93,647.92",1 2,3 5.14
-,-,-,-,-,-,-,-,-,-
August-2023,Fund of Funds Scheme (Domestic) **,7 6,"1 8,94,366",7 74.64,8 32.94,"6 9,237.59","6 8,918.46",-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Scheme Name,"No. of
Schemes
as on
July 31,
2023","No. of Folios
as on July
31, 2023","Funds
Mobilized
for the
month of
July 2023
(INR in
crore)","Repurchase/
Redemption
for the
month of
July 2023
(INR in
crore)","Net Assets
Under
Managemen
t as on July
31, 2023
(INR in
crore)","Average Net
Assets Under
Managemen
t for the
month July
2023 (INR in
crore)","No. of
segregat
ed
portfolio
s
created
as on
July 31,
2023","Net
Assets
Under
Manage
ment in
segregat
ed
portfoli
o as on
July 31,
2023
(INR in
crore)"
July-2023,Open ended Schemes,-,-,-,-,-,-,-,-
July-2023,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
July-2023,Overnight Fund,3 4,"7 ,20,682","4 ,49,157.43","4 ,59,904.26","7 9,007.97","1 ,02,623.38",-,-
July-2023,Liquid Fund,3 6,"1 7,99,501","3 ,92,319.07","3 ,40,380.66","4 ,74,197.60","4 ,93,489.12",-,-
July-2023,Ultra Short Duration Fund,2 4,"6 ,47,116","1 9,109.72","1 6,244.72","1 ,00,630.10","1 ,00,606.98",-,-
July-2023,Low Duration Fund,2 1,"9 ,33,671","1 3,189.38","6 ,161.96","1 ,06,720.43","1 ,04,663.47",1,-
July-2023,Money Market Fund,2 3,"4 ,34,366","3 3,268.70","2 4,660.56","1 ,49,582.08","1 ,48,130.87",-,-
July-2023,Short Duration Fund,2 4,"5 ,00,046","1 ,573.53","1 ,878.93","9 9,381.91","9 9,449.39",-,-
July-2023,Medium Duration Fund,1 5,"2 ,53,075",3 58.01,4 25.51,"2 7,404.16","2 7,372.85",3,-
July-2023,Medium to Long Duration Fund,1 2,"1 ,06,719",3 79.64,6 3.45,"1 0,256.31","1 0,050.72",-,-
July-2023,Long Duration Fund,7,"4 7,731",1 53.64,3 9.21,"9 ,314.87","9 ,267.32",-,-
July-2023,Dynamic Bond Fund,2 2,"2 ,32,024",6 00.72,5 33.33,"3 0,410.42","3 0,343.44",-,-
July-2023,Corporate Bond Fund,2 1,"6 ,08,834","3 ,341.53","2 ,693.72","1 ,36,964.20","1 ,36,569.94",-,-
July-2023,Credit Risk Fund,1 4,"2 ,34,415",2 00.55,3 66.88,"2 4,293.69","2 4,317.27",3,-
July-2023,Banking and PSU Fund,2 3,"2 ,85,661",4 19.28,"1 ,729.23","8 0,959.19","8 1,542.46",-,-
July-2023,Gilt Fund,2 2,"1 ,81,427",8 29.83,3 61.13,"2 3,254.50","2 2,943.89",-,-
July-2023,Gilt Fund with 10 year constant duration,5,"4 1,832",5 3.74,7 1.63,"4 ,219.45","4 ,228.02",-,-
July-2023,Floater Fund,1 3,"2 ,31,370","3 ,754.10","1 ,753.62","6 0,641.06","6 0,353.12",-,-
July-2023,"Sub Total - I
(i+ii+iii+iv+v+vi+vii+viii+ix+x+xi+xii+xiii+xiv+xv+xvi)",3 16,"7 2,58,470","9 ,18,708.88","8 ,57,268.80","1 4,17,237.95","1 4,55,952.24",7,-
-,-,-,-,-,-,-,-,-,-
July-2023,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
July-2023,Multi Cap Fund,2 0,"4 4,53,227","3 ,907.23","1 ,406.76","8 5,031.06","8 0,849.48",-,-
July-2023,Large Cap Fund,3 0,"1 ,29,65,360","3 ,271.41","5 ,151.41","2 ,66,035.38","2 ,63,267.67",-,-
July-2023,Large & Mid Cap Fund,2 6,"8 0,81,426","3 ,553.20","2 ,226.42","1 ,55,885.27","1 ,51,855.93",-,-
July-2023,Mid Cap Fund,2 9,"1 ,13,13,470","4 ,713.40","3 ,090.07","2 ,29,879.03","2 ,22,719.75",-,-
July-2023,Small Cap Fund,2 4,"1 ,30,15,548","6 ,261.14","2 ,089.70","1 ,82,493.47","1 ,75,208.16",-,-
July-2023,Dividend Yield Fund,9,"7 ,63,914",5 55.44,2 13.03,"1 7,368.37","1 6,784.95",-,-
July-2023,Value Fund/Contra Fund,2 3,"5 0,53,888","2 ,103.47","1 ,400.51","1 ,11,052.33","1 ,07,640.54",-,-
July-2023,Focused Fund,2 7,"5 2,01,169","1 ,689.89","2 ,756.60","1 ,12,684.55","1 ,11,195.92",-,-
July-2023,Sectoral/Thematic Funds,1 31,"1 ,35,65,765","6 ,192.16","4 ,762.82","2 ,06,710.11","2 ,01,135.52",-,-
July-2023,ELSS,4 2,"1 ,53,25,099","1 ,592.52","2 ,184.40","1 ,76,490.06","1 ,73,767.24",-,-
July-2023,Flexi Cap Fund,3 5,"1 ,28,46,852","4 ,196.92","5 ,129.09","2 ,80,964.68","2 ,76,729.96",-,-
July-2023,Sub Total - II (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi),3 96,"1 0,25,85,718","3 8,036.78","3 0,410.82","1 8,24,594.32","1 7,81,155.13",-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Hybrid Schemes,-,-,-,-,-,-,-,-
July-2023,Conservative Hybrid Fund,2 0,"5 ,23,207",5 91.90,4 27.68,"2 4,694.85","2 4,453.15",1,-
July-2023,Balanced Hybrid Fund/Aggressive Hybrid Fund,3 0,"5 2,99,241","2 ,469.18","2 ,786.28","1 ,71,714.04","1 ,69,516.19",2,9 .33
July-2023,Dynamic Asset Allocation/Balanced Advantage Fund,2 9,"4 4,43,098","4 ,174.69","3 ,755.65","2 ,11,100.28","2 ,08,465.92",-,-
July-2023,Multi Asset Allocation Fund,1 3,"1 1,78,713","1 ,944.04",5 62.54,"3 3,779.61","3 4,081.28",-,-
July-2023,Arbitrage Fund,2 6,"4 ,38,865","1 5,906.66","5 ,831.79","9 0,745.63","9 9,966.28",-,-
July-2023,Equity Savings Fund,2 2,"3 ,66,513","1 ,429.08",7 30.87,"1 8,962.21","1 8,752.77",2,2 5.81
July-2023,Sub Total - III (i+ii+iii+iv+v+vi),1 40,"1 ,22,49,637","2 6,515.55","1 4,094.81","5 ,50,996.61","5 ,55,235.60",5,3 5.14
-,-,-,-,-,-,-,-,-,-
July-2023,Solution Oriented Schemes,-,-,-,-,-,-,-,-
July-2023,Retirement Fund,2 6,"2 7,82,143",2 37.68,1 60.30,"2 1,017.13","2 0,601.24",-,-
July-2023,Childrens Fund,1 0,"2 9,36,379",1 17.99,7 4.75,"1 6,447.17","1 6,171.10",-,-
July-2023,Sub Total - IV (i+ii),3 6,"5 7,18,522",3 55.67,2 35.05,"3 7,464.29","3 6,772.34",-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Other Schemes,-,-,-,-,-,-,-,-
July-2023,Index Funds,1 86,"4 8,14,292","3 ,561.88","2 ,382.61","1 ,79,302.03","1 ,77,597.25",-,-
July-2023,GOLD ETF,1 3,"4 7,74,760",5 35.26,7 9.11,"2 3,329.41","2 2,738.17",-,-
July-2023,Other ETFs,1 67,"1 ,22,12,329","1 2,243.19","1 2,596.45","5 ,54,108.34","5 ,48,070.68",-,-
July-2023,Fund of funds investing overseas,5 0,"1 3,74,053",3 04.79,7 27.32,"2 4,403.79","2 4,088.96",-,-
July-2023,Sub Total - V (i+ii+iii+iv),4 16,"2 ,31,75,434","1 6,645.12","1 5,785.50","7 ,81,143.56","7 ,72,495.06",-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Total A-Open ended Schemes,"1 ,304","1 5,09,87,781","1 0,00,262.00","9 ,17,794.98","4 6,11,436.74","4 6,01,610.36",1 2,3 5.14
-,-,-,-,-,-,-,-,-,-
July-2023,Close Ended Schemes,-,-,-,-,-,-,-,-
July-2023,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
July-2023,Fixed Term Plan,8 9,"1 ,33,663",-,2 22.20,"1 9,432.83","1 9,411.88",-,-
July-2023,Capital Protection Oriented Schemes,1,5 20,-,7 6.35,4 3.21,9 4.98,-,-
July-2023,Infrastructure Debt Fund,7,5 2,-,-,"2 ,192.10","2 ,068.10",-,-
July-2023,Other Debt Scheme,-,-,-,-,-,-,-,-
July-2023,Sub Total (i+ii+iii+iv),9 7,"1 ,34,235",-,2 98.55,"2 1,668.14","2 1,574.96",-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
July-2023,ELSS,1 9,"2 ,90,341",-,3 1.90,"3 ,814.15","3 ,768.29",-,-
July-2023,Other Equity Schemes,4,"6 ,197",-,8 8.74,3 99.03,4 63.74,-,-
July-2023,Sub Total (i+ii),2 3,"2 ,96,538",-,1 20.64,"4 ,213.18","4 ,232.03",-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Other Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Total B -Close ended Schemes,1 20,"4 ,30,773",-,4 19.19,"2 5,881.33","2 5,806.98",-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Interval Schemes,-,-,-,-,-,-,-,-
July-2023,Income/Debt Oriented Schemes,1 2,"2 ,716",0 .00,1 .75,2 46.59,2 69.88,-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Other Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Total C Interval Schemes,1 2,"2 ,716",0 .00,1 .75,2 46.59,2 69.88,-,-
-,-,-,-,-,-,-,-,-,-
July-2023,Grand Total,"1 ,436","1 5,14,21,270","1 0,00,262.01","9 ,18,215.92","4 6,37,564.66","4 6,27,687.23",1 2,3 5.14
-,-,-,-,-,-,-,-,-,-
July-2023,Fund of Funds Scheme (Domestic) **,7 6,"1 8,78,419",9 09.01,7 98.63,"6 9,308.61","6 8,604.52",-,-
-,-,-,-,-,-,-,-,-,-
June-2023,Scheme Name,"No. of
Schemes
as on
June 30,
2023","No. of Folios
as on June
30, 2023","Funds
Mobilized
for the
month of
June 2023
(INR in
crore)","Repurchase/
Redemption
for the
month of
June 2023
(INR in
crore)","Net Assets
Under
Managemen
t as on June
30, 2023
(INR in
crore)","Average Net
Assets Under
Managemen
t for the
month June
2023 (INR in
crore)","No. of
segregat
ed
portfolio
s
created
as on
June 30,
2023","Net
Assets
Under
Manage
ment in
segregat
ed
portfoli
o as on
June 30,
2023
(INR in
crore)"
June-2023,Open ended Schemes,-,-,-,-,-,-,-,-
June-2023,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
June-2023,Overnight Fund,3 2,"6 ,94,136","4 ,16,700.11","4 ,12,072.18","8 9,223.42","1 ,04,201.60",-,-
June-2023,Liquid Fund,3 6,"1 7,78,066","3 ,83,421.49","4 ,11,966.94","4 ,19,555.58","4 ,97,239.17",-,-
June-2023,Ultra Short Duration Fund,2 5,"6 ,37,819","1 8,357.09","2 0,243.66","9 7,161.27","9 9,418.43",-,-
June-2023,Low Duration Fund,2 1,"9 ,30,843","1 0,672.61","7 ,314.64","9 9,019.05","9 6,792.69",1,-
June-2023,Money Market Fund,2 2,"4 ,28,088","3 4,749.13","2 7,922.10","1 ,40,034.52","1 ,38,006.29",-,-
June-2023,Short Duration Fund,2 5,"5 ,02,719","1 ,810.02","1 ,997.09","9 9,138.83","9 9,209.53",-,-
June-2023,Medium Duration Fund,1 5,"2 ,54,975",3 49.41,4 77.46,"2 7,349.42","2 7,483.14",3,-
June-2023,Medium to Long Duration Fund,1 2,"1 ,06,555",9 3.92,1 17.05,"9 ,883.63","9 ,900.76",-,-
June-2023,Long Duration Fund,7,"4 7,668",1 01.19,9 3.29,"9 ,183.13","9 ,254.31",-,-
June-2023,Dynamic Bond Fund,2 2,"2 ,32,991",5 06.35,3 66.91,"3 0,210.28","3 0,166.17",-,-
June-2023,Corporate Bond Fund,2 1,"6 ,10,771","3 ,077.68","2 ,525.22","1 ,35,476.03","1 ,35,233.24",-,-
June-2023,Credit Risk Fund,1 5,"2 ,38,230",1 22.48,4 40.61,"2 4,324.53","2 4,479.58",3,-
June-2023,Banking and PSU Fund,2 3,"2 ,89,473",5 04.82,"1 ,303.72","8 1,815.41","8 2,064.98",-,-
June-2023,Gilt Fund,2 2,"1 ,80,688",6 28.87,2 32.55,"2 2,702.58","2 2,504.66",-,-
June-2023,Gilt Fund with 10 year constant duration,5,"4 2,164",6 7.46,7 2.20,"4 ,230.47","4 ,233.98",-,-
June-2023,Floater Fund,1 3,"2 ,32,214","6 ,193.17","4 ,345.68","5 8,174.50","5 6,859.02",-,-
June-2023,"Sub Total - I
(i+ii+iii+iv+v+vi+vii+viii+ix+x+xi+xii+xiii+xiv+xv+xvi)",3 16,"7 2,07,400","8 ,77,355.80","8 ,91,491.32","1 3,47,482.62","1 4,37,047.55",7,-
-,-,-,-,-,-,-,-,-,-
June-2023,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
June-2023,Multi Cap Fund,1 9,"4 2,81,290","2 ,331.48","1 ,596.80","7 8,415.29","7 6,283.71",-,-
June-2023,Large Cap Fund,3 1,"1 ,29,37,115","3 ,084.97","5 ,134.58","2 ,59,583.23","2 ,54,471.92",-,-
June-2023,Large & Mid Cap Fund,2 6,"7 9,86,403","3 ,533.76","2 ,387.07","1 ,48,217.80","1 ,44,273.15",-,-
June-2023,Mid Cap Fund,2 9,"1 ,10,49,628","4 ,800.96","3 ,052.46","2 ,18,145.99","2 ,11,811.37",-,-
June-2023,Small Cap Fund,2 4,"1 ,22,67,299","7 ,357.35","1 ,885.60","1 ,68,434.33","1 ,62,184.19",-,-
June-2023,Dividend Yield Fund,9,"7 ,52,821",5 82.84,1 85.24,"1 6,236.99","1 5,669.63",-,-
June-2023,Value Fund/Contra Fund,2 3,"4 9,36,198","3 ,482.84","1 ,243.76","1 ,04,685.73","1 ,01,451.32",-,-
June-2023,Focused Fund,2 7,"5 2,32,806","1 ,877.97","2 ,896.28","1 ,09,698.36","1 ,07,903.80",-,-
June-2023,Sectoral/Thematic Funds,1 30,"1 ,33,44,178","5 ,035.07","4 ,575.81","1 ,96,178.07","1 ,91,586.55",-,-
June-2023,ELSS,4 3,"1 ,53,01,801","1 ,574.12","2 ,048.97","1 ,71,034.49","1 ,67,341.38",-,-
June-2023,Flexi Cap Fund,3 6,"1 ,27,84,279","4 ,380.38","4 ,397.68","2 ,72,743.17","2 ,66,987.02",-,-
June-2023,Sub Total - II (i+ii+iii+iv+v+vi+vii+viii+ix+x+xi),3 97,"1 0,08,73,818","3 8,041.74","2 9,404.25","1 7,43,373.45","1 6,99,964.04",-,-
-,-,-,-,-,-,-,-,-,-
June-2023,Hybrid Schemes,-,-,-,-,-,-,-,-
June-2023,Conservative Hybrid Fund,2 0,"5 ,19,553",4 98.78,3 88.64,"2 4,158.37","2 4,019.10",1,-
June-2023,Balanced Hybrid Fund/Aggressive Hybrid Fund,3 1,"5 2,91,966","2 ,217.60","2 ,606.61","1 ,66,686.77","1 ,64,481.63",2,9 .33
June-2023,Dynamic Asset Allocation/Balanced Advantage Fund,2 9,"4 4,30,919","3 ,516.25","3 ,730.78","2 ,04,997.11","2 ,02,963.96",-,-
June-2023,Multi Asset Allocation Fund,1 3,"1 1,39,849","1 ,778.26",4 54.96,"3 1,148.94","3 1,587.77",-,-
June-2023,Arbitrage Fund,2 6,"4 ,35,281","9 ,754.83","6 ,389.07","8 0,625.35","9 3,046.67",-,-
June-2023,Equity Savings Fund,2 2,"3 ,62,326","1 ,038.88",6 23.35,"1 7,888.93","1 7,879.99",2,2 5.81
June-2023,Sub Total - III (i+ii+iii+iv+v+vi),1 41,"1 ,21,79,894","1 8,804.59","1 4,193.41","5 ,25,505.46","5 ,33,979.13",5,3 5.14
-,-,-,-,-,-,-,-,-,-
June-2023,Solution Oriented Schemes,-,-,-,-,-,-,-,-
June-2023,Retirement Fund,2 6,"2 7,74,489",2 34.07,1 55.46,"2 0,199.11","1 9,820.51",-,-
June-2023,Childrens Fund,1 0,"2 9,33,164",1 16.35,6 9.28,"1 5,887.98","1 5,628.44",-,-
June-2023,Sub Total - IV (i+ii),3 6,"5 7,07,653",3 50.42,2 24.74,"3 6,087.09","3 5,448.95",-,-
-,-,-,-,-,-,-,-,-,-
June-2023,Other Schemes,-,-,-,-,-,-,-,-
June-2023,Index Funds,1 85,"4 4,95,761","3 ,458.51","4 ,364.25","1 ,75,468.05","1 ,75,540.56",-,-
June-2023,GOLD ETF,1 3,"4 7,52,363",2 03.65,1 33.32,"2 2,339.39","2 2,669.68",-,-
June-2023,Other ETFs,1 61,"1 ,21,24,531","7 ,638.46","4 ,236.10","5 ,38,872.98","5 ,26,095.63",-,-
June-2023,Fund of funds investing overseas,5 0,"1 3,48,079",2 93.19,8 03.13,"2 3,869.39","2 3,844.30",-,-
June-2023,Sub Total - V (i+ii+iii+iv),4 09,"2 ,27,20,734","1 1,593.81","9 ,536.81","7 ,60,549.81","7 ,48,150.18",-,-
-,-,-,-,-,-,-,-,-,-
June-2023,Total A-Open ended Schemes,"1 ,299","1 4,86,89,499","9 ,46,146.35","9 ,44,850.52","4 4,12,998.43","4 4,54,589.86",1 2,3 5.14
-,-,-,-,-,-,-,-,-,-
June-2023,Close Ended Schemes,-,-,-,-,-,-,-,-
June-2023,Income/Debt Oriented Schemes,-,-,-,-,-,-,-,-
June-2023,Fixed Term Plan,9 2,"1 ,34,471",-,"2 ,199.02","1 9,564.33","2 0,818.37",-,-
June-2023,Capital Protection Oriented Schemes,3,"2 ,883",-,2 57.64,1 19.12,1 70.26,-,-
