,,,,,,,,,
March-2024,Scheme Name,"No. of
Schemes
as on
March,
2024","No. of Folios
as on March,
2024","Funds
Mobilized
for the
month of
March 2024
(INR in
crore)","Repurchase/
Redemption
for the
month of
March 2024
(INR in
crore)","Net Assets
Under
Managemen
t as on
March, 2024
(INR in
crore)","Average Net
Assets Under
Managemen
t for the
month
March 2024
(INR in
crore)","No. of
segregat
ed
portfolio
s
created
as on
March,
2024","Net
Assets
Under
Manage
ment in
segregat
ed
portfoli
o as on
March,
2024
(INR in
crore)"
September-2022,Infrastructure Debt Fund,8,8 0,-,-,"2 ,067.71","2 ,062.67",-,-
September-2022,Other Debt Scheme,-,-,-,-,-,-,-,-
September-2022,Sub Total (i+ii+iii+iv),1 02,"1 ,18,246","1 ,116.78","2 ,227.51","1 7,832.16","1 9,080.57",-,-
-,-,-,-,-,-,-,-,-,-
September-2022,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
September-2022,ELSS,1 9,"3 ,05,619",-,2 2.66,"3 ,611.14","3 ,679.55",-,-
September-2022,Other Equity Schemes,1 3,"7 3,741",-,-,"3 ,331.38","3 ,376.45",-,-
September-2022,Sub Total (i+ii),3 2,"3 ,79,360",-,2 2.66,"6 ,942.52","7 ,056.00",-,-
-,-,-,-,-,-,-,-,-,-
September-2022,Other Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
September-2022,Total B -Close ended Schemes,1 34,"4 ,97,606","1 ,116.78","2 ,250.17","2 4,774.68","2 6,136.57",-,-
-,-,-,-,-,-,-,-,-,-
September-2022,Interval Schemes,-,-,-,-,-,-,-,-
September-2022,Income/Debt Oriented Schemes,1 2,"2 ,902",3 .01,1 49.97,6 75.40,7 12.12,-,-
-,-,-,-,-,-,-,-,-,-
September-2022,Growth/Equity Oriented Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
September-2022,Other Schemes,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
September-2022,Total C Interval Schemes,1 2,"2 ,902",3 .01,1 49.97,6 75.40,7 12.12,-,-
-,-,-,-,-,-,-,-,-,-
September-2022,Grand Total,"1 ,316","1 3,80,87,328","9 ,77,978.09","1 0,19,382.39","3 8,42,350.73","3 9,87,990.26",1 2,3 5.14
-,-,-,-,-,-,-,-,-,-
September-2022,Fund of Funds Scheme (Domestic) **,## 74,"1 7,84,391","1 ,894.07","1 ,173.06","5 5,420.06","5 5,477.68",-,-
-,-,-,-,-,-,-,-,-,-
August-2022,Scheme Name,"No. of
Schemes
as on
August
31, 2022","No. of Folios
as on August
31, 2022","Funds
Mobilized for
the month of
August 2022
(INR in crore)","Repurchase/
Redemption
for the
month of
August 2022
(INR in crore)","Net Assets
Under
Management
as on August
31, 2022 (INR
in crore)","Average Net
Assets Under
Management
for the
month
August 2022
(INR in crore)","No. of
segregat
ed
portfolio
s
created
as on
August
31, 2022","Net Assets
Under
Managem
ent in
segregate
d portfolio
as on
August 31,
2022 (INR
in crore)"
August-2022,Open ended Schemes,-,-,-,-,-,-,-,-
